1,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
1,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
1,3,47.3,63.0,132.91000000000003,58.34,1,1,1.0
1,4,0.11,10.79,17.39,31.050000000000004,1,1,1.0
2,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
2,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
2,3,31.15,59.27,122.94999999999999,55.82999999999999,1,1,1.0
2,4,0.11,10.79,17.39,31.050000000000004,1,1,1.0
3,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
3,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
3,3,17.49,55.55,122.95,55.82000000000001,1,1,1.0
4,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
4,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
4,3,6.31,50.58,122.94999999999999,55.83,1,1,1.0
5,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
5,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
5,3,0.0,49.34,92.0,53.36,1,1,1.0
6,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
6,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
6,3,0.0,49.34,75.9,49.66,1,1,1.0
7,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
7,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
7,3,0.0,49.34,59.8,43.459999999999994,1,1,1.0
8,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
8,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
8,3,0.0,46.85,44.9,40.949999999999996,1,1,1.0
9,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
9,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
9,3,0.0,46.85,32.5,38.449999999999996,1,1,1.0
10,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
10,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
10,3,0.0,46.85,22.6,35.949999999999996,1,1,1.0
10,5,915.54,178.47,44.460000000000036,85.71000000000001,1,1,1.0
11,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
11,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
11,5,868.3,164.8,91.70000000000005,95.69999999999999,1,1,1.0
12,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
12,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
12,5,831.04,157.35,128.96000000000004,114.35,1,1,1.0
13,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
13,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
13,5,785.08,141.2,174.91999999999996,126.80000000000001,1,1,1.0
14,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
14,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
14,5,741.61,121.33,215.89,150.37,1,1,1.0
15,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
15,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
15,5,696.27,128.17,245.70000000000005,129.87000000000003,1,1,1.0
15,6,0.0,149.91,38.6,96.89000000000001,1,1,1.0
16,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
16,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
16,5,650.93,135.02,275.5100000000001,109.35,1,1,1.0
16,6,0.0,149.91,48.5,98.09,1,1,1.0
17,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
17,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
17,5,627.33,126.32,255.66999999999996,110.58000000000001,1,1,1.0
17,6,0.0,161.1,74.6,110.50000000000003,1,1,1.0
18,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
18,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
18,5,591.31,110.17,238.2800000000001,110.60000000000001,1,1,1.0
18,6,0.0,161.1,92.0,114.20000000000002,1,1,1.0
19,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
19,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
19,5,551.56,103.96,238.2800000000001,110.60000000000001,1,1,1.0
19,6,4.97,166.07,116.83,125.32999999999998,1,1,1.0
20,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
20,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
20,5,527.96,111.4,218.43999999999994,95.71000000000001,1,1,1.0
20,6,4.97,166.07,132.93,135.23000000000002,1,1,1.0
21,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
21,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
21,5,489.46,101.46,218.44,95.72000000000001,1,1,1.0
21,6,3.73,177.25,163.97,146.45,1,1,1.0
22,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
22,2,313.12,3.34,402.43999999999994,118.0,1,1,1.0
22,5,460.89,92.77,211.01,95.73,1,1,1.0
22,6,1.24,188.4,211.16,150.20000000000002,1,1,1.0
23,1,98.23,2.09,212.40999999999997,62.11,1,1,1.0
